Age,Gender,UndergraduateMajor,Undergraduate GPA,Years of Work Experience,CurrentJobTitle,Annual Salary (Before MBA),HasManagementExperience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBAFundingSource,DesiredPostMBArole,Expected Post-MBA Salary,LocationPreference,ReasonforMBA,OnlineorOnCampus,DecidedToPursueMBA
34,1,4,3.97,3,0,88576,1,412,175,7.9,7.9,2,1,160468,0,2,1,0
21,0,1,2.35,9,1,65362,0,296,84,8.2,6.5,2,2,187314,0,2,1,1
23,1,3,3.14,8,5,35693,0,366,102,1.0,7.2,3,4,100512,0,0,0,1
26,1,3,3.14,5,1,104669,0,524,175,1.3,5.9,1,2,175370,1,1,1,1
24,1,4,2.75,7,5,52679,0,532,340,9.3,7.1,3,0,100426,1,0,1,0
27,2,4,3.9,7,5,67440,0,388,48,6.1,7.4,0,4,152756,0,0,1,0
34,0,4,3.69,3,3,40460,0,575,2,3.6,7.8,2,1,90593,1,3,1,1
23,0,2,3.66,4,3,104585,0,436,279,2.7,8.0,0,5,195917,0,1,0,1
21,0,2,3.95,1,5,76379,0,277,466,8.4,3.5,2,4,117373,1,3,0,0
29,0,3,2.91,3,3,105314,0,738,341,2.7,3.2,1,2,143876,1,3,1,1
26,0,4,2.19,5,3,53147,0,678,479,8.6,7.5,2,1,158971,0,3,1,0
28,1,0,3.53,1,4,30855,1,529,389,6.6,9.8,1,4,102333,0,2,1,0
23,0,3,2.76,1,4,110557,1,606,328,6.9,7.5,1,1,154903,1,1,1,1
28,1,4,2.38,9,5,68688,1,697,43,4.9,5.6,1,2,181324,1,0,1,0
22,1,0,2.97,6,3,86676,0,584,207,1.3,3.7,3,2,65961,0,1,1,0
32,0,4,3.85,9,4,72662,1,706,378,6.0,2.2,0,1,96430,0,3,1,1
24,0,1,2.34,4,1,43054,1,544,101,7.4,6.2,3,2,183602,0,0,0,1
23,1,0,3.7,2,5,118121,1,371,142,1.0,1.7,2,4,86548,1,3,0,1
30,1,1,2.84,2,5,107682,0,715,28,1.2,9.3,2,1,82110,1,3,1,0
21,1,2,2.27,6,1,83733,0,420,74,9.2,1.6,1,5,66713,1,2,1,0
33,1,3,3.7,2,5,80292,1,750,6,7.1,2.2,1,0,159851,1,1,1,0
33,2,4,3.94,9,3,52769,0,675,238,8.1,7.8,1,0,127413,0,3,0,0
27,1,3,2.58,4,4,47226,1,371,255,1.2,9.0,0,1,176205,0,2,0,0
31,1,4,2.61,1,0,66604,1,537,20,4.6,2.6,3,2,71775,0,3,0,0
30,1,1,2.78,2,4,91660,0,323,68,7.7,1.5,3,4,152934,0,3,0,1
22,1,0,3.63,3,1,107506,0,627,366,1.8,2.2,2,5,199506,1,1,0,1
24,0,0,2.02,0,0,88056,0,607,451,2.7,7.4,2,4,116227,1,2,0,0
29,2,4,2.45,3,3,54802,0,326,31,5.6,9.0,2,2,102938,0,0,0,1
26,0,1,3.41,3,3,81768,1,774,178,9.0,7.4,2,5,95563,1,2,1,1
28,1,4,2.81,2,4,97141,0,540,468,4.0,4.3,1,0,179071,1,3,0,0
22,0,4,2.66,9,5,66599,1,379,43,8.5,6.4,1,4,61670,1,0,1,1
27,0,4,3.74,8,5,49016,0,310,345,1.1,5.6,3,4,87635,0,2,1,1
26,0,0,3.83,2,1,55342,0,674,89,2.6,5.7,0,0,171150,0,0,1,1
33,0,4,3.9,1,5,100407,1,727,396,3.6,8.4,3,4,155913,0,1,1,1
34,0,0,2.55,6,3,118666,1,765,48,7.4,9.6,1,0,106268,1,3,1,1
29,1,2,3.83,8,0,43437,0,721,212,6.2,9.0,2,1,80559,0,3,0,1
27,0,1,3.47,5,4,93777,1,263,233,3.4,7.8,1,0,144407,0,1,1,1
21,0,2,2.31,4,4,69410,0,391,117,6.2,5.1,1,0,74371,0,2,0,1
34,0,4,3.22,0,4,84743,1,736,491,9.0,3.1,0,1,185078,1,0,0,0
28,1,0,2.05,2,5,73844,1,290,284,5.2,4.4,3,1,83922,1,1,1,1
31,0,1,3.42,8,0,87865,0,532,479,7.3,8.8,3,2,147651,0,3,1,0
30,0,3,3.47,7,5,45381,1,590,121,4.1,1.1,3,2,105166,0,0,0,1
23,0,1,3.58,8,5,84155,0,289,201,7.4,3.9,2,5,161747,0,0,0,1
34,1,1,2.35,7,3,37324,1,284,249,8.8,5.4,3,0,137517,1,2,1,1
22,0,4,3.26,0,3,56270,0,723,201,6.1,1.4,0,5,185342,1,0,1,0
32,0,2,2.36,7,5,38453,1,344,39,4.5,1.9,3,1,176533,0,0,0,1
23,0,2,3.89,7,1,77213,1,260,393,7.8,7.4,0,0,88602,0,2,0,1
31,2,3,3.35,4,1,72758,0,499,161,9.6,9.5,0,0,95766,0,3,0,0
26,0,4,2.19,5,1,71460,1,639,228,1.6,7.1,0,0,92225,1,0,0,1
33,1,1,2.37,1,5,70800,1,630,230,5.6,3.1,1,1,197611,0,1,0,1
34,0,2,3.33,0,0,107886,1,270,470,2.6,3.7,2,4,106176,1,2,0,0
23,0,2,2.95,7,1,91277,0,497,171,3.5,6.5,3,5,145384,1,0,1,0
30,0,0,3.47,6,3,76432,0,661,497,6.7,9.9,1,2,69465,1,2,0,0
25,0,1,2.56,3,4,87170,0,728,257,9.6,6.9,2,2,184032,1,0,1,1
26,0,4,3.32,6,4,93575,0,708,206,8.7,1.7,2,4,188405,0,1,1,1
28,0,2,2.35,1,5,79732,1,500,337,3.3,2.6,3,0,181590,1,0,1,0
27,0,4,3.09,1,4,51653,0,582,88,1.2,7.4,1,2,99912,0,1,0,0
34,1,1,3.92,6,5,52293,1,612,241,6.4,7.7,3,1,104907,0,3,1,0
31,2,1,3.26,2,4,114059,1,716,457,5.8,1.7,3,0,94419,1,0,0,0
28,0,2,2.1,5,0,81344,0,711,394,5.1,6.2,2,1,159235,0,3,1,1
23,1,3,3.98,6,0,52366,0,307,146,5.3,8.4,2,5,99598,0,2,0,0
24,2,4,2.31,6,0,90806,0,386,265,6.3,2.7,1,0,177578,1,0,0,0
26,1,4,3.44,9,0,49600,0,560,249,4.6,7.3,3,1,76582,1,3,1,1
31,0,0,3.07,3,1,36278,0,550,13,2.5,4.7,0,4,155084,0,3,1,1
27,1,1,2.59,2,3,116252,0,405,299,3.3,6.9,2,4,186686,1,3,1,0
29,0,1,2.35,0,0,31735,0,405,98,1.6,6.0,2,2,176035,1,1,1,1
33,1,2,2.36,6,1,106547,0,423,388,1.5,9.4,2,5,66895,1,1,1,0
21,0,2,3.72,8,5,83095,1,531,43,8.8,2.4,0,0,156822,1,3,1,0
33,0,2,3.75,0,4,101242,1,567,223,2.1,2.9,1,5,163622,0,0,0,1
28,0,0,2.93,4,4,52202,0,445,159,1.6,2.6,0,5,85381,0,0,1,1
28,0,3,2.21,3,1,67928,1,444,475,8.4,7.3,3,5,98235,1,3,1,0
26,1,2,3.77,9,4,69370,1,667,489,9.6,2.7,3,0,195951,0,1,0,0
24,0,2,2.97,1,0,71924,1,581,25,2.9,4.7,3,5,153619,1,2,1,1
23,1,2,2.88,6,4,110075,0,526,216,7.8,9.0,2,2,142265,0,3,0,1
31,0,0,2.81,6,0,62295,0,651,76,2.5,3.5,3,4,130933,0,2,1,0
23,0,4,2.73,7,0,117512,1,285,341,7.1,2.3,0,0,183090,1,1,0,1
26,1,3,3.05,2,4,81257,0,717,273,7.1,5.8,3,2,134549,0,2,0,1
33,2,4,3.21,5,1,102364,0,397,450,4.9,6.9,3,2,122666,1,0,1,0
28,0,1,2.93,3,5,77692,1,729,156,8.9,5.5,3,1,145055,1,1,0,1
27,0,1,3.79,2,1,109919,0,472,14,2.1,5.9,1,2,150829,1,3,0,0
31,1,2,2.64,3,3,59785,0,717,372,5.3,2.7,3,5,195276,0,1,0,1
21,0,4,3.16,0,3,88935,0,376,201,6.4,3.7,0,4,100695,0,1,0,1
31,1,0,2.6,6,0,37655,1,508,68,7.8,6.9,2,5,195284,0,1,1,1
26,1,3,3.51,6,0,99580,1,769,69,2.3,8.3,3,5,148444,1,2,0,1
27,0,4,2.2,6,1,61264,0,505,369,5.8,4.2,0,2,68777,0,0,1,1
32,0,4,2.38,1,1,32947,0,656,13,5.1,7.4,3,0,194717,0,3,1,0
27,0,3,3.6,0,0,42507,1,762,85,4.7,2.8,1,0,87401,0,2,1,0
29,0,4,2.37,8,5,87057,1,251,270,4.2,3.7,2,4,179977,1,0,0,0
31,1,4,3.25,1,5,78306,0,542,146,10.0,1.1,1,1,115573,1,0,0,1
31,1,3,3.94,4,3,106169,1,343,137,2.5,3.0,0,5,158334,0,2,1,1
30,1,0,3.05,4,5,79136,0,300,346,7.8,7.9,0,0,94463,1,3,1,0
25,1,3,2.37,7,4,94199,0,421,234,4.4,1.8,1,2,139011,1,1,0,1
21,0,2,2.64,0,0,85048,1,401,300,6.8,1.7,0,5,87846,1,1,0,0
22,1,2,3.65,6,1,48193,1,409,27,9.9,6.8,1,5,103079,1,2,0,0
24,0,2,2.7,2,0,104433,0,433,169,5.3,5.5,0,1,150606,0,1,0,0
25,1,2,3.45,1,4,92033,0,441,469,8.4,8.0,3,5,75301,1,1,0,1
29,0,1,3.55,4,5,48087,0,407,56,1.7,4.5,1,1,65208,1,3,0,1
31,1,0,3.0,3,0,89457,0,415,350,6.0,6.1,1,0,195849,0,3,0,1
21,1,1,3.57,8,4,33093,1,368,44,4.4,9.5,0,0,98948,0,0,0,1
23,0,4,2.63,0,5,102804,0,658,10,7.3,8.8,3,5,110822,1,3,1,0
25,0,4,3.03,2,3,112191,0,294,416,1.3,6.4,3,5,122575,1,0,0,1
23,1,3,3.37,2,3,100704,1,439,70,5.0,5.3,0,1,112598,1,2,0,0
24,0,2,2.34,3,3,88721,1,384,282,5.5,1.4,3,2,109783,1,0,1,1
34,1,3,2.55,6,4,118057,0,404,216,8.6,5.7,3,5,166747,0,3,0,1
23,2,4,3.3,4,4,119700,0,479,41,4.5,5.2,1,1,169402,1,0,0,1
24,0,2,3.31,9,1,102254,0,272,302,3.9,9.4,1,4,141989,0,3,0,1
34,0,0,2.99,5,1,43223,1,409,14,4.5,4.6,3,1,126182,1,1,0,1
33,1,4,3.59,2,3,72337,1,763,301,4.9,6.6,1,5,113547,1,0,1,0
33,0,3,2.96,4,0,77979,0,452,154,3.3,9.2,2,5,199852,1,3,0,1
21,0,3,3.76,1,5,49276,0,438,100,1.4,2.8,0,4,79321,1,1,1,0
32,1,4,3.47,3,1,31967,0,360,7,9.9,4.4,0,0,163823,1,1,1,0
28,1,1,2.63,2,5,59732,0,631,165,7.9,4.3,1,0,96796,0,2,1,0
24,0,0,2.79,2,0,39099,1,515,228,9.9,3.6,1,4,60093,1,0,1,1
27,0,4,3.34,3,3,33805,0,722,434,7.0,8.8,0,5,108677,0,1,1,1
22,1,4,3.79,7,5,89102,1,330,194,8.9,7.1,1,1,63888,0,3,1,0
22,1,3,2.36,7,3,94860,1,406,285,5.1,9.8,1,2,85597,1,0,1,0
26,1,2,3.03,0,5,69265,1,459,468,4.1,8.4,2,4,158037,0,3,0,1
34,0,2,2.24,4,0,51065,0,487,362,9.9,8.9,0,4,194418,0,0,0,0
22,1,2,2.56,1,1,95095,1,565,376,2.5,1.4,2,1,145063,1,0,0,1
26,1,3,3.37,9,4,30202,1,266,232,3.0,1.2,2,2,158768,1,3,0,1
31,1,2,2.16,5,3,97467,1,433,119,7.0,7.0,1,2,195971,0,0,1,1
22,1,4,3.32,2,1,119008,1,744,244,3.3,6.5,1,5,190872,0,3,1,1
24,0,1,3.8,9,5,57132,1,717,183,4.9,1.2,3,4,193277,0,0,0,1
27,2,1,3.94,9,1,92674,1,402,265,9.4,1.6,2,1,79461,1,0,1,1
28,0,1,2.43,8,4,68140,1,520,415,3.4,5.3,1,0,170973,0,3,1,0
23,0,2,3.5,8,3,109201,1,328,376,5.6,8.2,3,0,64330,1,2,0,0
34,1,1,3.85,7,3,58453,0,690,469,7.6,7.5,2,0,175693,0,0,0,0
33,1,2,2.18,1,1,115357,0,433,99,1.6,5.7,2,1,163426,0,1,1,0
29,1,4,2.83,1,0,63945,1,798,93,1.6,5.0,2,0,102135,0,1,0,0
22,1,4,3.84,1,5,70591,0,314,146,7.7,8.1,3,5,155323,1,2,1,0
28,0,3,2.41,4,1,95042,0,538,436,9.3,3.8,2,2,146482,0,2,0,1
28,1,3,3.87,9,0,49377,0,380,158,6.3,7.6,0,0,64594,1,1,1,1
33,0,0,3.05,8,3,92391,0,554,77,1.3,9.2,0,1,167327,1,2,0,1
34,1,4,2.2,6,5,97948,0,398,395,5.1,2.8,3,1,189361,1,1,0,0
24,0,2,2.9,6,3,55509,0,359,281,7.5,4.7,0,0,167848,1,0,1,0
21,1,0,2.65,2,4,82924,0,354,154,6.7,4.7,3,2,97101,0,3,1,1
33,0,4,2.56,2,0,84947,1,276,212,2.8,4.9,2,2,185874,1,2,1,0
21,1,2,3.08,9,4,86660,0,637,217,1.5,1.6,2,5,69877,1,0,1,1
22,1,4,2.97,2,4,71225,0,364,138,9.0,7.5,1,5,60724,1,2,0,1
34,0,4,2.96,0,4,57606,0,476,117,3.0,6.6,0,0,164522,1,2,0,0
32,1,2,2.18,7,0,87003,1,378,77,10.0,8.8,1,5,86333,0,1,1,1
34,1,4,3.6,1,5,46891,0,688,160,2.0,1.6,3,0,138883,0,3,0,1
29,1,4,2.96,6,3,93091,1,785,355,2.0,5.8,0,5,173396,0,0,0,0
33,1,4,3.64,8,5,47771,1,359,54,7.0,2.8,1,5,152933,1,0,0,1
22,0,3,3.65,1,5,99565,0,783,281,3.4,7.1,1,1,90989,0,3,0,1
22,0,1,2.63,0,5,112170,0,400,472,9.8,8.1,3,4,100547,1,2,0,0
26,0,4,2.01,4,3,81718,1,462,157,3.1,5.3,0,0,176629,0,0,1,1
27,0,2,3.82,9,3,38677,0,769,163,6.6,2.8,3,0,115742,0,2,0,0
33,0,4,3.52,4,0,35485,1,329,52,4.7,6.5,0,0,68618,1,0,1,0
27,1,3,2.21,0,1,89031,0,732,116,1.8,2.3,1,1,61373,0,0,1,1
33,0,3,3.4,8,3,57626,1,337,497,7.4,4.4,1,5,164278,1,2,0,0
29,0,4,2.04,2,3,94509,0,339,124,8.1,6.5,1,0,110703,0,2,1,0
26,0,0,2.06,1,1,41798,1,530,213,8.4,9.5,3,0,82822,1,1,1,1
34,1,1,3.05,6,3,44590,1,758,396,5.4,7.0,3,5,95296,0,2,0,1
28,1,2,2.19,4,5,67973,1,351,493,9.8,6.7,0,2,163347,1,1,0,0
31,0,2,3.93,3,3,73875,0,467,176,8.2,7.5,3,0,143293,0,2,0,0
26,1,2,3.79,3,0,40420,0,505,499,5.0,2.5,3,0,82456,1,1,1,0
22,0,2,3.3,8,3,58525,0,407,263,1.9,7.6,2,4,120196,0,1,0,0
21,2,3,2.13,8,1,64964,0,443,199,3.3,3.2,1,0,91983,0,1,0,0
25,1,1,2.65,0,5,80513,0,629,85,7.9,7.7,2,1,109809,1,0,0,0
34,0,4,2.74,9,1,81813,1,484,53,8.9,9.0,0,2,117984,1,2,1,1
29,1,4,2.96,6,3,113864,0,302,337,7.0,5.6,1,2,108673,0,0,1,1
28,1,0,2.34,7,3,47446,0,732,239,4.5,1.1,0,5,187721,1,2,0,1
34,0,4,3.16,4,0,95053,0,427,68,4.2,6.4,2,0,180275,1,0,0,1
33,1,1,2.87,6,5,42842,0,305,173,4.2,4.1,0,2,101564,1,1,1,1
24,0,4,3.89,7,3,31229,0,673,113,5.4,6.0,3,1,196150,1,2,0,0
25,0,3,3.87,7,0,61741,0,426,289,7.5,4.8,1,4,166250,1,2,1,1
33,0,4,3.13,8,0,60751,1,537,456,2.5,7.0,1,4,179403,1,3,0,1
25,0,2,3.29,4,1,31456,1,622,185,1.2,3.8,0,4,198276,0,3,1,1
26,0,2,2.28,1,5,64302,0,678,274,1.7,4.4,0,2,66885,1,0,0,1
23,1,2,2.45,5,4,54878,0,462,144,7.0,1.3,1,1,139250,0,1,0,1
25,0,2,3.8,0,0,34582,0,713,95,8.6,2.3,0,4,76867,1,2,1,0
22,0,3,3.4,9,4,76614,0,576,48,4.7,4.4,0,2,151469,1,2,1,1
30,1,3,2.38,5,1,54965,1,633,297,4.0,1.0,1,1,75600,0,1,1,1
21,1,3,3.14,2,0,53257,0,421,81,1.2,1.1,0,5,152298,0,1,0,1
31,2,4,3.87,2,5,40973,1,418,319,1.5,6.7,0,2,158022,1,2,1,1
21,1,2,2.69,6,4,98095,0,590,157,7.8,5.0,1,2,158177,0,1,1,1
30,2,0,2.37,3,5,112909,0,444,233,1.8,1.0,3,4,113794,0,1,0,0
27,1,0,3.88,4,4,81783,0,399,273,8.5,3.3,2,5,90108,0,2,0,0
22,2,2,2.92,5,1,32697,0,650,26,8.0,6.7,3,4,79921,1,2,1,0
24,1,1,2.83,9,0,78337,1,491,458,8.4,2.8,3,0,139586,0,3,0,0
25,0,4,2.54,5,0,70680,0,408,79,7.2,8.1,3,5,132538,1,3,0,1
27,0,0,3.78,1,1,79654,1,300,159,1.2,3.5,0,1,179044,0,2,1,1
22,1,3,3.69,2,3,77434,0,269,424,5.0,9.5,3,1,157778,1,3,1,0
34,0,1,2.81,0,4,75447,1,425,49,2.4,5.7,2,0,92301,0,3,1,0
26,0,3,2.06,2,4,117751,1,321,392,4.0,2.6,3,2,155781,1,0,0,0
21,1,1,2.89,7,3,118772,1,579,177,6.0,2.0,0,2,177438,0,0,1,0
27,1,1,2.36,3,1,36594,0,311,192,7.6,2.3,3,5,60932,1,2,0,1
29,0,4,2.29,1,5,71242,0,428,173,3.1,7.3,1,4,177340,0,2,1,1
25,1,3,2.79,3,5,61084,0,376,168,4.0,2.4,1,4,139021,0,1,1,1
25,1,3,2.2,6,1,50143,0,347,125,2.9,9.5,0,4,126566,1,3,1,1
24,2,0,3.91,8,5,80966,0,376,258,9.9,3.8,0,1,106652,0,1,1,1
23,1,2,2.1,4,1,112859,1,654,181,9.4,1.6,3,0,148832,0,0,1,1
29,1,2,2.8,4,4,51415,1,758,207,6.9,2.5,3,4,120124,0,1,0,0
25,1,0,2.33,4,4,53178,1,392,55,8.4,4.1,2,5,153240,1,2,0,1
28,0,1,3.38,9,3,33939,1,797,152,7.5,2.1,3,0,152172,0,1,0,1
29,1,0,2.16,8,1,71367,1,258,156,8.6,8.6,1,2,182614,0,0,1,1
25,1,0,3.09,6,5,72301,0,564,262,9.4,9.6,3,5,62137,0,0,1,1
30,1,3,3.55,2,1,88151,0,486,424,9.4,7.8,3,4,135927,0,2,1,0
29,1,0,3.9,1,0,59029,0,587,451,6.2,6.5,2,0,140923,0,0,0,1
22,0,1,3.4,8,3,71232,0,394,464,9.7,8.2,3,0,142757,0,0,1,0
29,1,2,2.2,2,0,98450,1,765,247,4.7,2.4,1,2,141800,0,3,0,0
31,0,4,2.18,7,3,84414,1,774,119,2.7,4.4,3,0,163396,1,1,1,0
24,0,0,3.46,3,3,63958,1,548,194,3.1,2.9,3,2,95866,0,2,1,0
26,0,0,2.43,4,3,63036,0,725,266,5.1,5.2,1,1,110618,1,2,1,0
26,0,3,2.89,7,0,62767,0,513,253,3.3,2.6,2,4,97988,0,1,0,1
26,1,3,3.95,4,3,114061,1,653,3,2.1,8.3,2,5,125973,0,1,0,1
22,0,0,3.64,9,1,81305,1,372,248,4.6,8.2,1,2,150526,0,2,0,1
27,0,0,3.69,1,1,117826,0,459,139,6.2,4.3,0,5,161879,1,1,1,1
33,2,1,3.72,5,0,96872,0,448,111,9.7,7.5,0,2,193875,1,1,0,0
26,0,2,3.24,6,4,93067,1,566,153,6.6,4.8,3,5,128435,0,0,0,1
31,0,2,3.49,0,4,108059,1,730,322,8.0,3.6,0,2,84807,0,1,1,1
34,0,4,2.72,9,0,50539,0,428,137,7.1,3.5,1,4,96163,0,1,0,1
21,0,2,4.0,8,3,47079,0,691,189,4.5,5.4,1,0,60163,1,2,1,0
22,0,4,2.56,5,3,80584,0,708,211,2.7,1.1,1,0,139791,1,3,0,1
27,0,3,3.18,3,3,31383,1,366,241,3.5,7.4,0,0,145292,1,3,1,0
21,1,4,2.56,1,0,61976,0,663,187,8.9,4.5,2,2,91479,1,1,0,0
21,0,4,2.22,8,3,66739,1,742,94,2.4,2.3,0,2,87273,1,2,1,1
21,0,2,3.14,5,1,82862,0,589,129,1.9,6.7,3,2,95313,0,3,1,1
28,1,0,2.71,8,3,86420,1,771,407,8.7,7.8,1,1,165068,1,3,1,1
24,0,3,3.17,1,0,107446,1,651,488,5.9,2.1,0,1,154031,1,3,0,0
24,1,1,3.12,4,3,82803,0,629,129,7.1,1.9,1,1,151890,1,1,1,1
33,0,4,3.08,5,1,105862,0,530,11,8.4,4.5,1,1,107284,0,3,0,0
22,0,4,2.25,4,0,71707,0,729,208,4.1,6.8,2,5,87319,1,0,1,1
31,1,4,2.88,5,4,33179,0,411,29,7.8,6.2,2,5,126300,0,2,1,1
31,0,0,3.62,2,0,92917,1,293,103,6.7,9.8,3,4,142622,0,0,1,0
31,0,1,2.63,8,5,87260,0,495,239,1.2,4.9,1,1,124785,1,2,0,1
21,1,2,2.89,1,4,98232,1,728,7,7.5,4.1,0,5,150492,1,0,1,0
32,0,3,2.99,1,4,79528,0,725,166,4.1,7.8,0,2,169760,1,1,1,0
30,1,0,3.73,4,0,78904,0,445,4,2.9,9.6,3,2,126976,0,3,0,0
29,1,1,3.31,9,5,75012,0,420,228,9.6,9.0,2,1,138320,1,1,0,0
27,0,3,2.2,2,4,104114,1,577,266,7.9,4.7,1,0,83839,1,3,1,1
24,1,2,3.73,1,3,58734,1,363,54,1.2,6.7,2,1,105157,1,3,1,1
32,1,3,3.66,5,5,99861,1,747,252,7.8,2.3,2,1,98774,1,0,0,1
26,2,4,3.51,5,5,66817,1,404,248,8.7,7.4,1,0,146403,0,3,0,0
34,1,4,2.93,6,0,48806,0,413,472,4.2,4.2,2,0,103697,1,3,1,0
22,1,0,3.52,3,0,65053,0,718,414,3.9,3.0,0,0,170588,0,1,1,1
27,0,3,2.96,7,0,94348,0,464,499,4.8,2.2,2,4,195543,1,1,1,0
22,1,4,3.47,2,5,69158,1,318,266,5.2,3.3,1,0,122125,1,3,1,1
30,0,0,3.76,9,1,38577,0,353,236,4.4,5.6,3,5,83303,0,0,0,1
28,0,0,3.78,0,0,78798,0,570,438,5.6,9.1,3,4,107329,1,2,1,0
28,1,0,2.91,4,1,86563,1,548,116,9.8,3.3,0,1,114005,1,3,1,1
21,0,2,3.72,5,4,86713,0,323,41,1.3,1.5,0,0,74778,1,0,0,1
33,2,4,2.2,2,3,113020,0,699,263,9.8,8.0,3,5,131534,0,2,0,0
28,0,4,2.2,1,3,56042,1,526,184,8.6,8.0,0,0,164704,0,2,0,1
22,1,1,3.1,2,1,105520,1,694,481,8.2,1.6,2,0,149931,1,1,1,1
26,0,2,3.3,2,5,116052,0,390,20,5.1,2.6,3,4,168190,0,2,0,0
33,0,4,2.31,6,3,34504,1,357,262,1.7,2.4,3,5,180879,1,1,1,0
21,0,4,2.94,0,1,45709,1,751,342,6.6,5.2,0,5,67197,1,3,1,0
25,1,1,2.19,3,0,58631,1,277,254,9.0,3.2,1,1,178374,0,0,0,0
31,0,3,3.2,2,1,86119,0,407,16,4.8,7.7,0,1,190600,0,0,1,1
27,1,3,3.71,9,4,101118,0,331,272,1.6,6.6,1,5,82477,1,2,1,1
33,0,2,3.48,6,1,34649,0,355,98,1.0,7.1,3,2,133599,1,2,1,0
30,0,0,2.76,0,0,41711,0,460,407,2.1,4.4,1,4,125770,1,0,0,1
21,0,1,3.99,7,1,118112,0,270,3,6.5,5.5,3,4,197571,0,2,1,0
22,0,1,3.33,9,0,72797,0,595,342,9.9,7.1,2,1,95788,0,3,1,1
27,1,4,3.63,6,0,98678,1,423,284,7.4,5.7,0,5,156489,0,3,0,1
26,1,4,3.34,7,4,46629,0,466,403,2.4,1.7,1,0,171566,1,3,1,1
23,0,1,3.98,7,4,91441,1,786,102,8.8,4.3,3,2,166016,1,2,1,1
34,1,0,3.64,8,3,100646,0,738,58,6.9,9.7,0,2,80402,1,2,0,1
30,1,3,3.04,0,0,117939,0,562,189,3.7,5.5,3,1,109972,0,0,0,1
22,0,2,2.73,8,0,44397,1,411,106,5.5,4.7,1,0,60982,1,3,0,1
30,0,3,3.36,0,0,59551,0,643,168,4.6,9.0,3,0,198447,0,1,0,0
24,1,2,3.18,2,3,38533,1,538,85,8.8,7.0,2,4,162072,1,1,1,1
23,0,0,3.26,6,5,61600,0,443,481,9.6,4.8,0,5,197616,1,0,0,0
27,0,1,2.69,7,4,55301,0,296,387,2.1,6.4,3,0,195313,0,3,1,1
28,0,0,2.86,4,4,68835,0,279,33,2.3,4.0,0,5,127987,1,3,1,0
22,1,1,3.12,0,0,98422,0,736,392,1.7,8.2,3,5,191522,1,2,1,1
30,0,4,3.68,2,3,83304,1,460,423,4.4,7.5,1,1,196423,1,2,1,1
27,0,2,3.53,6,0,80461,0,718,459,9.7,3.0,1,5,188397,1,2,1,0
28,0,4,2.24,1,4,72439,0,564,426,9.9,3.8,3,2,196923,1,2,0,1
26,0,1,2.49,1,3,39938,0,741,220,6.4,1.0,2,2,188105,0,2,0,0
26,0,2,2.05,8,1,70390,0,536,284,5.2,8.1,2,0,120991,0,0,1,1
30,1,2,2.02,5,4,67056,1,526,413,3.7,1.8,3,5,159149,0,0,1,1
21,0,4,2.45,3,1,76991,0,522,276,1.0,6.2,3,0,135781,1,1,1,1
24,1,2,3.6,9,5,53153,1,684,491,3.4,8.6,2,4,151951,0,3,0,0
34,0,1,3.81,8,1,45864,0,657,223,2.3,9.7,0,5,68791,1,2,0,1
21,1,1,2.78,6,3,40087,1,478,180,1.0,3.9,1,4,141635,1,1,1,0
24,1,4,3.13,6,1,47050,0,482,337,9.1,2.7,1,2,74416,1,1,0,0
22,0,0,3.41,7,5,79737,0,521,78,1.8,9.9,0,0,163277,0,0,1,0
31,1,1,3.91,2,4,105950,1,298,164,7.4,2.7,3,4,186844,1,1,1,1
33,0,1,3.83,1,5,60733,1,675,225,9.3,2.4,3,5,108994,0,1,0,1
25,1,2,2.11,0,3,57302,1,645,277,2.1,9.3,3,1,83462,1,2,1,1
30,0,2,2.5,1,1,81766,0,539,37,3.2,9.4,3,0,108852,1,1,0,1
34,2,1,2.1,2,1,98633,1,694,482,3.1,5.3,0,0,71944,1,0,0,0
29,1,4,3.23,4,3,105332,0,479,362,1.8,6.8,1,0,85331,0,3,0,0
31,2,0,3.42,7,0,60757,0,334,274,9.2,4.8,3,4,131042,0,1,1,0
32,1,2,2.62,2,3,95267,0,750,457,8.6,9.3,1,0,102566,0,1,1,1
30,0,2,3.71,6,3,43675,0,490,18,4.4,8.5,0,1,150032,0,1,0,1
23,1,0,2.91,4,5,74304,1,479,197,7.9,5.6,0,4,95053,1,2,1,1
28,1,2,4.0,4,5,46063,0,495,76,5.6,5.0,3,2,128797,0,1,0,1
23,2,4,2.0,7,3,119175,0,350,249,7.1,7.2,3,0,177135,0,1,0,1
26,0,2,2.22,9,4,109618,1,294,112,7.2,7.0,2,2,124897,1,1,1,1
24,1,2,2.6,4,1,97922,0,323,312,8.0,1.7,2,2,114017,0,1,1,0
28,0,1,2.05,9,3,84597,0,506,450,9.1,3.5,2,0,115610,1,0,0,1
31,1,4,3.56,6,0,93463,0,352,2,8.1,4.9,2,2,96905,1,3,0,1
26,0,4,2.11,9,1,113782,0,341,277,7.4,6.0,0,1,130370,0,0,0,1
28,0,1,3.5,7,4,102555,0,486,272,6.6,2.7,3,1,184536,1,0,1,1
21,1,3,2.11,7,3,79928,0,333,164,2.9,3.9,3,5,81808,1,1,0,1
26,0,0,2.51,2,4,117745,0,781,99,3.5,5.5,2,2,112916,0,3,0,1
